"libelleNomsArtistes","numero","titre","dateProduction","categorie","materiaux","dimensions","lieuProduction","emplacementOeuvresDansLaVille","provenance","collection","departement","dateAcquisition","oeuvrePrincipale","oeuvrePrincipaleId","elements","elementsId","nomsArtistesTries","artistes","artistesId","evenements","evenementsId","publications","publicationsId","images","id"
"John Lyman","D 64 25 P 1","Sun Bathing I","1955","Peinture","Huile sur toile","64,7 x 81 cm","Montréal (Québec), Canada","","Don de l’artiste","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1964","","","","","Lyman, John","John Lyman","lyman-john","La Beauté du geste : 50 ans de dons au Musée d’art contemporain de Montréal, 2014-06-19 → 2014-09-07 [Exposition – collection] | Les premiers dons 1964-1965, 1995-04-28 → 1995-10-29 [Exposition – collection] | La Collection : tableau inaugural, 1992-05-28 → 1994-04-03 [Exposition – collection] | John Lyman 1886-1967 : Je vis par les yeux / I live by my eyes, 1987-11-19 → 1988-02-14 [Exposition – temporaire] | De la figuration à la non-figuration dans l’art québécois, 1976-09-02 → 1976-10-03 [Exposition – collection (itinérante)] | La Collection permanente, 1965-1975, 1975-06-22 → 1975-07-20 [Exposition – collection] | Dons faits au Musée, 1966-06-14 → 1966-07-17 [Exposition – collection] | Collections du Musée, 1966-01-06 → 1966-02-13 [Exposition – collection]","la-beaute-du-geste-50-ans-de-dons-au-musee-d-art-contemporain | les-premiers-dons-1964-1965 | la-collection-tableau-inaugural | john-lyman-1886-1967-je-vis-par-les-yeux | de-la-figuration-a-la-non-figuration | la-collection-permanente-1965-1975 | dons-faits-au-musee | collections-du-musee","La Beauté du geste : 50 ans de dons au Musée d’art contemporain de Montréal, 2014 [Catalogue] | La Collection : Tableau inaugural, 1992 [Catalogue] | De la figuration à la non-figuration dans l’art québécois, 1976 [Catalogue] | Collections, 1966 [Catalogue] | Dons : collection permanente, 1966 [Catalogue]","la-beaute-du-geste-50-ans-de-dons-au-musee-d-art | la-collection-tableau-inaugural | de-la-figuration-a-la-non-figuration-dans-l-art-quebecois | collections | dons-collection-permanente","https://macrepertoire.macm.org/kit/d-64-25-p-1/","sun-bathing-i"
"John Lyman","A 92 691 P 1","North Hatley River","1952","Peinture","Huile sur toile","51 x 61 cm","North Hatley (Québec), Canada","","Achat","Collection Lavalin du Musée d’art contemporain de Montréal","Art contemporain québécois","1992","","","","","Lyman, John","John Lyman","lyman-john","","","","","https://macrepertoire.macm.org/kit/a-92-691-p-1/","north-hatley-river"
"John Lyman","A 92 699 P 1","Verandah on the Lake","vers 1950","Peinture","Huile sur carton","35,3 x 46,1 cm","Montréal (Québec), Canada","","Achat","Collection Lavalin du Musée d’art contemporain de Montréal","Art contemporain québécois","1992","","","","","Lyman, John","John Lyman","lyman-john","Idées de paysage / Paysages d’idées 2, 2008-11-06 → 2009-01-04 [Exposition – collection] | Œuvres-phares, 2000-11-03 → 2001-03-28 [Exposition – collection] | La Collection Lavalin du Musée d’art contemporain de Montréal, Corpus I / 1939-1965 : de la figuration moderne à l’abstraction, et au-delà, 1995-09-07 → 1995-10-22 [Exposition – collection (itinérante)] | La Collection Lavalin du Musée d’art contemporain de Montréal – Le Partage d’une vision, 1994-04-30 → 1994-10-23 [Exposition – collection]","idees-de-paysage-paysages-d-idees-2 | oeuvres-phares | la-collection-lavalin-du-musee-d-art-contemporain-de-montreal | la-collection-lavalin-du-musee-d-art-contemporain-de-montreal-1994-04-30","La Collection Lavalin du Musée d’art contemporain de Montréal : le partage d’une vision, 1994 [Catalogue]","la-collection-lavalin-du-musee-d-art-contemporain-de","https://macrepertoire.macm.org/kit/a-92-699-p-1/","verandah-on-the-lake"
"John Lyman","D 85 46 D 1","The Band Concert","1946","Dessin","Encre sur papier","25 x 35 cm","Montréal (Québec), Canada","","Don du docteur Max Stern","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1985","","","","","Lyman, John","John Lyman","lyman-john","Dessins de la Collection, 2005-10-29 → 2006-01-03 [Exposition – collection] | Une histoire de collections : Dons 1984-1989, 1989-04-12 → 1989-06-04 [Exposition – collection]","dessins-de-la-collection | une-histoire-de-collections-dons-1984-1989","Une histoire de collections : dons 1984-1989, 1989 [Catalogue]","une-histoire-de-collections-dons-1984-1989","https://macrepertoire.macm.org/kit/d-85-46-d-1/","the-band-concert"
"John Lyman","A 77 65 D 1","Portrait of Mrs. Lyman","vers 1946","Dessin","Crayon sur papier","22,7 x 31,7 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1977","","","","","Lyman, John","John Lyman","lyman-john","","","","","https://macrepertoire.macm.org/kit/a-77-65-d-1/","portrait-of-mrs-lyman"
"John Lyman","D 88 124 P 1","Band Concert","vers 1946","Peinture","Huile sur toile","40,6 x 50,8 cm","Montréal (Québec), Canada","","Don de la Fondation Max et Iris Stern","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1988","","","","","Lyman, John","John Lyman","lyman-john","","","Une histoire de collections : dons 1984-1989, 1989 [Catalogue]","une-histoire-de-collections-dons-1984-1989","https://macrepertoire.macm.org/kit/d-88-124-p-1/","band-concert"
"John Lyman","A 92 819 P 1","Portrait de Gilles Corbeil","vers 1945","Peinture","Huile sur toile","61 x 76,2 cm","Montréal (Québec), Canada","","Achat","Collection Lavalin du Musée d’art contemporain de Montréal","Art contemporain québécois","1992","","","","","Lyman, John","John Lyman","lyman-john","L’Œil et l’esprit : Point de vue de Geneviève Cadieux sur la Collection, 2015-04-02 → 2016-04-17 [Exposition – collection]","l-oeil-et-l-esprit-point-de-vue-de-genevieve-cadieux","Le Magazine du Musée d’art contemporain de Montréal, 2015 [Journal]","le-magazine-du-musee-d-art-contemporain-de-montreal_2015-1","https://macrepertoire.macm.org/kit/a-92-819-p-1/","portrait-de-gilles-corbeil"
"John Lyman","A 92 485 P 1","Portrait de l’artiste","1945","Peinture","Huile sur toile","56 x 50,5 cm","Montréal (Québec), Canada","","Achat","Collection Lavalin du Musée d’art contemporain de Montréal","Art contemporain québécois","1992","","","","","Lyman, John","John Lyman","lyman-john","L’Œil et l’esprit : Point de vue de Geneviève Cadieux sur la Collection, 2015-04-02 → 2016-04-17 [Exposition – collection] | Œuvres phares et acquisitions récentes : La Collection depuis John Lyman, 1998-12-16 → 1999-05-27 [Exposition – collection] | La Collection Lavalin du Musée d’art contemporain de Montréal, Corpus I / 1939-1965 : de la figuration moderne à l’abstraction, et au-delà, 1995-09-07 → 1995-10-22 [Exposition – collection (itinérante)] | La Collection Lavalin du Musée d’art contemporain de Montréal – Le Partage d’une vision, 1994-04-30 → 1994-10-23 [Exposition – collection] | John Lyman 1886-1967 : Je vis par les yeux / I live by my eyes, 1987-11-19 → 1988-02-14 [Exposition – temporaire]","l-oeil-et-l-esprit-point-de-vue-de-genevieve-cadieux | oeuvres-phares-et-acquisitions-recentes-la-collection | la-collection-lavalin-du-musee-d-art-contemporain-de-montreal | la-collection-lavalin-du-musee-d-art-contemporain-de-montreal-1994-04-30 | john-lyman-1886-1967-je-vis-par-les-yeux","Le Magazine du Musée d’art contemporain de Montréal, 2015 [Journal] | La Collection Lavalin du Musée d’art contemporain de Montréal : le partage d’une vision, 1994 [Catalogue]","le-magazine-du-musee-d-art-contemporain-de-montreal_2015-1 | la-collection-lavalin-du-musee-d-art-contemporain-de","https://macrepertoire.macm.org/kit/a-92-485-p-1/","portrait-de-l-artiste"
"John Lyman","D 75 52 P 1","Sortie de bain","vers 1940","Peinture","Huile sur toile","91,4 x 56 cm","Montréal (Québec), Canada","","Don du docteur Max Stern","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1975","","","","","Lyman, John","John Lyman","lyman-john","La Collection : tableau inaugural, 1992-05-28 → 1994-04-03 [Exposition – collection] | Don Stern, 1984-01-19 → 1984-02-28 [Exposition – collection] | Trois générations d’art québécois 1940/1950/1960, 1976-06-30 → 1976-09-01 [Exposition – temporaire]","la-collection-tableau-inaugural | don-stern | trois-generation-d-art-quebecois-194019501960","La Collection : Tableau inaugural, 1992 [Catalogue] | Trois générations d’art québécois : 1940, 1950, 1960, 1976 [Catalogue]","la-collection-tableau-inaugural | trois-generations-d-art-quebecois-1940-1950","https://macrepertoire.macm.org/kit/d-75-52-p-1/","sortie-de-bain"
"John Lyman","A 92 703 P 1","Lake Massawipi, Quebec","vers 1936","Peinture","Huile sur toile","51,2 x 76,2 cm","","","Achat","Collection Lavalin du Musée d’art contemporain de Montréal","Art contemporain québécois","1992","","","","","Lyman, John","John Lyman","lyman-john","Place à la Magie! Les années 40, 50 et 60 au Québec [volet II], 2006-03-03 → 2008-03-24 [Exposition – collection] | Place à la Magie! Les années 40, 50 et 60 au Québec [volet I], 2002-05-24 → 2006-04-19 [Exposition – collection]","place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet-2006-03-03 | place-a-la-magie-les-annees-40-50-et-60-au-quebec-volet","","","https://macrepertoire.macm.org/kit/a-92-703-p-1/","lake-massawipi-quebec"
"John Lyman","A 71 116 P 1","Nu au tapis cramoisi","vers 1935","Peinture","Huile sur contreplaqué","45,7 x 38,1 cm","Montréal (Québec), Canada","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1971","","","","","Lyman, John","John Lyman","lyman-john","La Collection : tableau inaugural, 1992-05-28 → 1994-04-03 [Exposition – collection] | John Lyman 1886-1967 : Je vis par les yeux / I live by my eyes, 1987-11-19 → 1988-02-14 [Exposition – temporaire] | Œuvres québécoises de la Collection 1940-1960, 1978-03-09 → 1978-04-09 [Exposition – collection] | Collection Gisèle et Gérard Lortie, 1972-03-02 → 1972-04-16 [Exposition – collection]","la-collection-tableau-inaugural | john-lyman-1886-1967-je-vis-par-les-yeux | oeuvres-quebecoises-de-la-collection-1940-1960 | collection-gisele-et-gerard-lortie","La Collection : Tableau inaugural, 1992 [Catalogue] | John Lyman 1886 - 1967, 1987 [Petit imprimé] | Collection Gisèle et Gérard Lortie, Montréal : Acquisitions 1972, 1972 [Petit imprimé]","la-collection-tableau-inaugural | john-lyman-1886-1967-2 | collection-gisele-et-gerard-lortie-montreal","https://macrepertoire.macm.org/kit/a-71-116-p-1/","nu-au-tapis-cramoisi"
"John Lyman","A 92 995 P 1","On the Beach, Bermuda","1913","Peinture","Huile sur toile marouflée sur bois","40,8 x 32,4 cm","Bermudes","","Achat","Collection Lavalin du Musée d’art contemporain de Montréal","Art contemporain québécois","1992","","","","","Lyman, John","John Lyman","lyman-john","L’Œil et l’esprit : Point de vue de Geneviève Cadieux sur la Collection, 2015-04-02 → 2016-04-17 [Exposition – collection] | John Lyman 1886-1967 : Je vis par les yeux / I live by my eyes, 1987-11-19 → 1988-02-14 [Exposition – temporaire]","l-oeil-et-l-esprit-point-de-vue-de-genevieve-cadieux | john-lyman-1886-1967-je-vis-par-les-yeux","","","https://macrepertoire.macm.org/kit/a-92-995-p-1/","on-the-beach-bermuda"
"John Lyman","A 92 1050 P 1","Profil de Corinne","1913","Peinture","Huile sur toile marouflée sur carton","34,8 x 26,2 cm","","","Achat","Collection Lavalin du Musée d’art contemporain de Montréal","Art contemporain québécois","1992","","","","","Lyman, John","John Lyman","lyman-john","L’Œil et l’esprit : Point de vue de Geneviève Cadieux sur la Collection, 2015-04-02 → 2016-04-17 [Exposition – collection]","l-oeil-et-l-esprit-point-de-vue-de-genevieve-cadieux","","","https://macrepertoire.macm.org/kit/a-92-1050-p-1/","profil-de-corinne"
"John Lyman","D 83 103 P 1","A la disposition de Usted","non daté","Peinture","Huile sur panneau","14,8 x 18,9 cm","","","Don du docteur Max Stern","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1983","","","","","Lyman, John","John Lyman","lyman-john","Don Stern, 1984-01-19 → 1984-02-28 [Exposition – collection]","don-stern","","","https://macrepertoire.macm.org/kit/d-83-103-p-1/","a-la-disposition-de-usted"
"John Lyman","A 71 117 P 1","Castries","inconnu","Peinture","Huile sur masonite","17,8 x 13,8 cm","","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1971","","","","","Lyman, John","John Lyman","lyman-john","Petits formats de la collection, 1978-05-18 → 1978-06-18 [Exposition – collection] | Collection Gisèle et Gérard Lortie, 1972-03-02 → 1972-04-16 [Exposition – collection]","petits-formats-de-la-collection | collection-gisele-et-gerard-lortie","Collection Gisèle et Gérard Lortie, Montréal : Acquisitions 1972, 1972 [Petit imprimé]","collection-gisele-et-gerard-lortie-montreal","https://macrepertoire.macm.org/kit/a-71-117-p-1/","castries"
"James Edward Hervey MacDonald","D 88 125 P 1","Mt. Lefroy & E. End Lake O’Hara (Afternoon Light)","1929","Peinture","Huile sur carton","21,5 x 26,6 cm","Lake O’Hara (Colombie-Britannique), Canada","","Don de la Fondation Max et Iris Stern","Collection Musée d’art contemporain de Montréal","Art contemporain canadien","1988","","","","","MacDonald, James Edward Hervey","James Edward Hervey MacDonald","macdonald-james-edward-hervey","L’Œil et l’esprit : Point de vue de Geneviève Cadieux sur la Collection, 2015-04-02 → 2016-04-17 [Exposition – collection] | Une histoire de collections : Dons 1984-1989, 1989-04-12 → 1989-06-04 [Exposition – collection]","l-oeil-et-l-esprit-point-de-vue-de-genevieve-cadieux | une-histoire-de-collections-dons-1984-1989","","","https://macrepertoire.macm.org/kit/d-88-125-p-1/","mt-lefroy-e-end-lake-o-hara-afternoon-light"
"James Edward Hervey MacDonald","D 88 126 P 1","Peaks of Lake O’Hara","1929","Peinture","Huile sur carton","21,5 x 26,6 cm","(Colombie-Britannique), Canada","","Don de la Fondation Max et Iris Stern","Collection Musée d’art contemporain de Montréal","Art contemporain canadien","1988","","","","","MacDonald, James Edward Hervey","James Edward Hervey MacDonald","macdonald-james-edward-hervey","L’Œil et l’esprit : Point de vue de Geneviève Cadieux sur la Collection, 2015-04-02 → 2016-04-17 [Exposition – collection]","l-oeil-et-l-esprit-point-de-vue-de-genevieve-cadieux","","","https://macrepertoire.macm.org/kit/d-88-126-p-1/","peaks-of-lake-o-hara"
"Pegi Nicol MacLeod","A 92 1057 P 1","Fugue","vers 1945","Peinture","Huile sur toile","55 x 41 cm","","","Achat","Collection Lavalin du Musée d’art contemporain de Montréal","Art contemporain canadien","1992","","","","","MacLeod, Pegi Nicol","Pegi Nicol MacLeod","macleod-pegi-nicol","","","","","https://macrepertoire.macm.org/kit/a-92-1057-p-1/","fugue-92-1057"
"Pegi Nicol MacLeod","A 92 1024 P 1","Trash Man","vers 1944","Peinture","Huile sur toile","40,7 x 35,3 cm","New York (New York), États-Unis","","Achat","Collection Lavalin du Musée d’art contemporain de Montréal","Art contemporain canadien","1992","","","","","MacLeod, Pegi Nicol","Pegi Nicol MacLeod","macleod-pegi-nicol","","","","","https://macrepertoire.macm.org/kit/a-92-1024-p-1/","trash-man"
"Pegi Nicol MacLeod","A 92 1017 P 1","Boat in Boathouse","vers 1936","Peinture","Huile sur contreplaqué","50,8 x 51 cm","","","Achat","Collection Lavalin du Musée d’art contemporain de Montréal","Art contemporain canadien","1992","","","","","MacLeod, Pegi Nicol","Pegi Nicol MacLeod","macleod-pegi-nicol","","","","","https://macrepertoire.macm.org/kit/a-92-1017-p-1/","boat-in-boathouse"
"Aristide Maillol","D 83 104 S 1","Jeune fille agenouillée","1900","Sculpture","Bronze, Édition de 8","25,5 x 8,3 x 10,4 cm","","","Don du docteur Max Stern","Collection Musée d’art contemporain de Montréal","Art contemporain international","1983","","","","","Maillol, Aristide","Aristide Maillol","maillol-aristide","Don Stern, 1984-01-19 → 1984-02-28 [Exposition – collection]","don-stern","","","https://macrepertoire.macm.org/kit/d-83-104-s-1/","jeune-fille-agenouillee"
"Kasimir Malevich","A 80 47 G 1","Croix suprématiste","1920, tirage de 1973","Estampe","Gravure sur bois, 41/75","29,8 x 23,8 cm","Vitebsk, Russie; Genève, Suisse","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1980","","","","","Malevich, Kasimir","Kasimir Malevich","malevich-kasimir","L’Œil et l’esprit : Point de vue de Geneviève Cadieux sur la Collection, 2015-04-02 → 2016-04-17 [Exposition – collection] | Point, Ligne, Plan, 1986-01-26 → 1986-03-16 [Exposition – collection] | Constructivisme et avant-garde russe, 1981-02-27 → 1981-04-05 [Exposition – collection (itinérante)] | La collection permanente : œuvres internationales sur papier 1914-1980, 1980-08-22 → 1980-10-12 [Exposition – collection]","l-oeil-et-l-esprit-point-de-vue-de-genevieve-cadieux | point-ligne-plan | constructivisme-et-avant-garde-russe | la-collection-permanente-oeuvres-internationales-sur-papier","Constructivisme et avant-garde russe, 1982 [Catalogue]","constructivisme-et-avant-garde-russe","https://macrepertoire.macm.org/kit/a-80-47-g-1/","croix-suprematiste"
"Kasimir Malevich","A 78 52 G 15 (2)","Arrière-scène, acte I, scène 2 (tirée de l’album « Sieg über die Sonne », 1913)","1913, tirage de 1973","Estampe","Sérigraphie, 10/100","41,9 x 29,5 cm","Russie","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1978","Kasimir Malevich : Sieg über die Sonne, 1913, tirage de 1973","sieg-uber-die-sonne","","","Malevich, Kasimir","Kasimir Malevich","malevich-kasimir","Point, Ligne, Plan, 1986-01-26 → 1986-03-16 [Exposition – collection] | Constructivisme et avant-garde russe, 1981-02-27 → 1981-04-05 [Exposition – collection (itinérante)]","point-ligne-plan | constructivisme-et-avant-garde-russe","Constructivisme et avant-garde russe, 1982 [Catalogue]","constructivisme-et-avant-garde-russe","https://macrepertoire.macm.org/kit/a-78-52-g-15-2/","arriere-scene-acte-i-scene-2-sieg"
"Kasimir Malevich","A 78 52 G 15 (1)","Arrière-scène, acte II, scène 5 (tirée de l’album « Sieg über die Sonne », 1913)","1913, tirage de 1973","Estampe","Sérigraphie, 10/100","41,9 x 29,5 cm","Russie","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1978","Kasimir Malevich : Sieg über die Sonne, 1913, tirage de 1973","sieg-uber-die-sonne","","","Malevich, Kasimir","Kasimir Malevich","malevich-kasimir","Point, Ligne, Plan, 1986-01-26 → 1986-03-16 [Exposition – collection] | Constructivisme et avant-garde russe, 1981-02-27 → 1981-04-05 [Exposition – collection (itinérante)]","point-ligne-plan | constructivisme-et-avant-garde-russe","Constructivisme et avant-garde russe, 1982 [Catalogue]","constructivisme-et-avant-garde-russe","https://macrepertoire.macm.org/kit/a-78-52-g-15-1/","arriere-scene-acte-ii-scene-5-sieg"
"Kasimir Malevich","A 78 52 G 15 (3)","Arrière-scène, acte II, scène 6 (tirée de l’album « Sieg über die Sonne », 1913)","1913, tirage de 1973","Estampe","Sérigraphie, 10/100","41,9 x 29,5 cm","Russie","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1978","Kasimir Malevich : Sieg über die Sonne, 1913, tirage de 1973","sieg-uber-die-sonne","","","Malevich, Kasimir","Kasimir Malevich","malevich-kasimir","Point, Ligne, Plan, 1986-01-26 → 1986-03-16 [Exposition – collection] | Constructivisme et avant-garde russe, 1981-02-27 → 1981-04-05 [Exposition – collection (itinérante)]","point-ligne-plan | constructivisme-et-avant-garde-russe","Constructivisme et avant-garde russe, 1982 [Catalogue]","constructivisme-et-avant-garde-russe","https://macrepertoire.macm.org/kit/a-78-52-g-15-3/","arriere-scene-acte-ii-scene-6-sieg"
"Kasimir Malevich","A 78 52 G 15 (5)","Le Bagareur (tirée de l’album « Sieg über die Sonne », 1913)","1913, tirage de 1973","Estampe","Sérigraphie, 10/100","41,9 x 29,5 cm","Russie","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1978","Kasimir Malevich : Sieg über die Sonne, 1913, tirage de 1973","sieg-uber-die-sonne","","","Malevich, Kasimir","Kasimir Malevich","malevich-kasimir","Point, Ligne, Plan, 1986-01-26 → 1986-03-16 [Exposition – collection] | Constructivisme et avant-garde russe, 1981-02-27 → 1981-04-05 [Exposition – collection (itinérante)]","point-ligne-plan | constructivisme-et-avant-garde-russe","Constructivisme et avant-garde russe, 1982 [Catalogue]","constructivisme-et-avant-garde-russe","https://macrepertoire.macm.org/kit/a-78-52-g-15-5/","le-bagareur-sieg-uber-die-sonne"
"Kasimir Malevich","A 78 52 G 15 (7)","Le Belligérant (tirée de l’album « Sieg über die Sonne », 1913)","1913, tirage de 1973","Estampe","Sérigraphie, 10/100","41,9 x 29,5 cm","Russie","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1978","Kasimir Malevich : Sieg über die Sonne, 1913, tirage de 1973","sieg-uber-die-sonne","","","Malevich, Kasimir","Kasimir Malevich","malevich-kasimir","Point, Ligne, Plan, 1986-01-26 → 1986-03-16 [Exposition – collection] | Constructivisme et avant-garde russe, 1981-02-27 → 1981-04-05 [Exposition – collection (itinérante)]","point-ligne-plan | constructivisme-et-avant-garde-russe","Constructivisme et avant-garde russe, 1982 [Catalogue]","constructivisme-et-avant-garde-russe","https://macrepertoire.macm.org/kit/a-78-52-g-15-7/","le-belligerant-sieg-uber-die-sonne"
"Kasimir Malevich","A 78 52 G 15 (13)","L’Ennemi (tirée de l’album « Sieg über die Sonne », 1913)","1913, tirage de 1973","Estampe","Sérigraphie, 10/100","41,9 x 29,5 cm","Russie","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1978","Kasimir Malevich : Sieg über die Sonne, 1913, tirage de 1973","sieg-uber-die-sonne","","","Malevich, Kasimir","Kasimir Malevich","malevich-kasimir","Point, Ligne, Plan, 1986-01-26 → 1986-03-16 [Exposition – collection] | Constructivisme et avant-garde russe, 1981-02-27 → 1981-04-05 [Exposition – collection (itinérante)]","point-ligne-plan | constructivisme-et-avant-garde-russe","Constructivisme et avant-garde russe, 1982 [Catalogue]","constructivisme-et-avant-garde-russe","https://macrepertoire.macm.org/kit/a-78-52-g-15-13/","l-ennemi-sieg-uber-die-sonne"
"Kasimir Malevich","A 78 52 G 15 (14)","Hercule (tirée de l’album « Sieg über die Sonne », 1913)","1913, tirage de 1973","Estampe","Sérigraphie, 10/100","41,9 x 29,5 cm","Russie","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1978","Kasimir Malevich : Sieg über die Sonne, 1913, tirage de 1973","sieg-uber-die-sonne","","","Malevich, Kasimir","Kasimir Malevich","malevich-kasimir","Point, Ligne, Plan, 1986-01-26 → 1986-03-16 [Exposition – collection] | Constructivisme et avant-garde russe, 1981-02-27 → 1981-04-05 [Exposition – collection (itinérante)]","point-ligne-plan | constructivisme-et-avant-garde-russe","Constructivisme et avant-garde russe, 1982 [Catalogue]","constructivisme-et-avant-garde-russe","https://macrepertoire.macm.org/kit/a-78-52-g-15-14/","hercule-sieg-uber-die-sonne"
"Kasimir Malevich","A 78 52 G 15 (9)","L’Homme nouveau (tirée de l’album « Sieg über die Sonne », 1913)","1913, tirage de 1973","Estampe","Sérigraphie, 10/100","41,9 x 29,5 cm","Russie","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1978","Kasimir Malevich : Sieg über die Sonne, 1913, tirage de 1973","sieg-uber-die-sonne","","","Malevich, Kasimir","Kasimir Malevich","malevich-kasimir","Point, Ligne, Plan, 1986-01-26 → 1986-03-16 [Exposition – collection] | Constructivisme et avant-garde russe, 1981-02-27 → 1981-04-05 [Exposition – collection (itinérante)]","point-ligne-plan | constructivisme-et-avant-garde-russe","Constructivisme et avant-garde russe, 1982 [Catalogue]","constructivisme-et-avant-garde-russe","https://macrepertoire.macm.org/kit/a-78-52-g-15-9/","l-homme-nouveau-sieg-uber-die-sonne"
"Kasimir Malevich","A 78 52 G 15 (6)","Néron (tirée de l’album « Sieg über die Sonne », 1913)","1913, tirage de 1973","Estampe","Sérigraphie, 10/100","41,9 x 29,5 cm","Russie","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1978","Kasimir Malevich : Sieg über die Sonne, 1913, tirage de 1973","sieg-uber-die-sonne","","","Malevich, Kasimir","Kasimir Malevich","malevich-kasimir","Point, Ligne, Plan, 1986-01-26 → 1986-03-16 [Exposition – collection] | Constructivisme et avant-garde russe, 1981-02-27 → 1981-04-05 [Exposition – collection (itinérante)]","point-ligne-plan | constructivisme-et-avant-garde-russe","Constructivisme et avant-garde russe, 1982 [Catalogue]","constructivisme-et-avant-garde-russe","https://macrepertoire.macm.org/kit/a-78-52-g-15-6/","neron-sieg-uber-die-sonne"
"Kasimir Malevich","A 78 52 G 15 (4)","L’Obèse ou le gros (tirée de l’album « Sieg über die Sonne », 1913)","1913, tirage de 1973","Estampe","Sérigraphie, 10/100","41,9 x 29,5 cm","Russie","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1978","Kasimir Malevich : Sieg über die Sonne, 1913, tirage de 1973","sieg-uber-die-sonne","","","Malevich, Kasimir","Kasimir Malevich","malevich-kasimir","Point, Ligne, Plan, 1986-01-26 → 1986-03-16 [Exposition – collection] | Constructivisme et avant-garde russe, 1981-02-27 → 1981-04-05 [Exposition – collection (itinérante)]","point-ligne-plan | constructivisme-et-avant-garde-russe","Constructivisme et avant-garde russe, 1982 [Catalogue]","constructivisme-et-avant-garde-russe","https://macrepertoire.macm.org/kit/a-78-52-g-15-4/","l-obese-ou-le-gros-sieg-uber-die-sonne"
"Kasimir Malevich","A 78 52 G 15 (12)","L’Ouvrier attentif (tirée de l’album « Sieg über die Sonne », 1913)","1913, tirage de 1973","Estampe","Sérigraphie, 10/100","41,9 x 29,5 cm","Russie","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1978","Kasimir Malevich : Sieg über die Sonne, 1913, tirage de 1973","sieg-uber-die-sonne","","","Malevich, Kasimir","Kasimir Malevich","malevich-kasimir","Point, Ligne, Plan, 1986-01-26 → 1986-03-16 [Exposition – collection] | Constructivisme et avant-garde russe, 1981-02-27 → 1981-04-05 [Exposition – collection (itinérante)]","point-ligne-plan | constructivisme-et-avant-garde-russe","Constructivisme et avant-garde russe, 1982 [Catalogue]","constructivisme-et-avant-garde-russe","https://macrepertoire.macm.org/kit/a-78-52-g-15-12/","l-ouvrier-attentif-sieg-uber-die-sonne"
"Kasimir Malevich","A 78 52 G 15 (15)","Porteur de soleil (tirée de l’album « Sieg über die Sonne », 1913)","1913, tirage de 1973","Estampe","Sérigraphie, 10/100","41,9 x 29,5 cm","Russie","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1978","Kasimir Malevich : Sieg über die Sonne, 1913, tirage de 1973","sieg-uber-die-sonne","","","Malevich, Kasimir","Kasimir Malevich","malevich-kasimir","Point, Ligne, Plan, 1986-01-26 → 1986-03-16 [Exposition – collection] | Constructivisme et avant-garde russe, 1981-02-27 → 1981-04-05 [Exposition – collection (itinérante)]","point-ligne-plan | constructivisme-et-avant-garde-russe","Constructivisme et avant-garde russe, 1982 [Catalogue]","constructivisme-et-avant-garde-russe","https://macrepertoire.macm.org/kit/a-78-52-g-15-15/","porteur-de-soleil-sieg-uber-die-sonne"
"Kasimir Malevich","A 78 52 G 15 (8)","Un arborigène ou le vieux (tirée de l’album « Sieg über die Sonne », 1913)","1913, tirage de 1973","Estampe","Sérigraphie, 10/100","41,9 x 29,5 cm","Russie","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1978","Kasimir Malevich : Sieg über die Sonne, 1913, tirage de 1973","sieg-uber-die-sonne","","","Malevich, Kasimir","Kasimir Malevich","malevich-kasimir","Point, Ligne, Plan, 1986-01-26 → 1986-03-16 [Exposition – collection] | Constructivisme et avant-garde russe, 1981-02-27 → 1981-04-05 [Exposition – collection (itinérante)]","point-ligne-plan | constructivisme-et-avant-garde-russe","Constructivisme et avant-garde russe, 1982 [Catalogue]","constructivisme-et-avant-garde-russe","https://macrepertoire.macm.org/kit/a-78-52-g-15-8/","un-arborigene-ou-le-vieux-sieg-uber-die-sonne"
